※ 매월 말일자 통계 현황,,,,,,,
,,2022년06월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4376036000,충청북도 괴산군 청천면,"5,164","3,137",          1.65,"2,685","2,479",          1.08
4376037000,충청북도 괴산군 청안면,"3,450","2,051",          1.68,"1,775","1,675",          1.06
4376039000,충청북도 괴산군 사리면,"2,673","1,546",          1.73,"1,378","1,295",          1.06
4376040000,충청북도 괴산군 소수면,"2,110","1,242",          1.70,"1,098","1,012",          1.08
4376041000,충청북도 괴산군 불정면,"2,712","1,571",          1.73,"1,420","1,292",          1.10
4377000000,충청북도 음성군 ,"92,240","48,187",          1.91,"48,951","43,289",          1.13
4377025000,충청북도 음성군 음성읍,"16,695","8,722",          1.91,"8,531","8,164",          1.04
4377025300,충청북도 음성군 금왕읍,"19,518","10,168",          1.92,"10,486","9,032",          1.16
4377031000,충청북도 음성군 소이면,"2,877","1,683",          1.71,"1,483","1,394",          1.06
4377032000,충청북도 음성군 원남면,"3,000","1,805",          1.66,"1,574","1,426",          1.10
4377033000,충청북도 음성군 맹동면,"13,168","6,084",          2.16,"6,938","6,230",          1.11
4377034000,충청북도 음성군 대소면,"15,736","7,943",          1.98,"8,636","7,100",          1.22
4377035000,충청북도 음성군 삼성면,"6,766","3,889",          1.74,"3,773","2,993",          1.26
4377036000,충청북도 음성군 생극면,"4,500","2,585",          1.74,"2,438","2,062",          1.18
4377037000,충청북도 음성군 감곡면,"9,980","5,308",          1.88,"5,092","4,888",          1.04
4380000000,충청북도 단양군 ,"28,018","15,123",          1.85,"14,217","13,801",          1.03
4380025000,충청북도 단양군 단양읍,"10,200","4,996",          2.04,"5,130","5,070",          1.01
4380025300,충청북도 단양군 매포읍,"5,166","2,660",          1.94,"2,668","2,498",          1.07
4380031000,충청북도 단양군 대강면,"2,424","1,446",          1.68,"1,216","1,208",          1.01
4380032000,충청북도 단양군 가곡면,"2,041","1,165",          1.75,"1,089",952,          1.14
4380033000,충청북도 단양군 영춘면,"3,171","1,845",          1.72,"1,512","1,659",          0.91
4380034000,충청북도 단양군 어상천면,"1,858","1,065",          1.74,"1,017",841,          1.21
4380035000,충청북도 단양군 적성면,"1,513",942,          1.61,772,741,          1.04
4380036000,충청북도 단양군 단성면,"1,645","1,004",          1.64,813,832,          0.98
4400000000,충청남도  ,"2,120,201","1,012,446",          2.09,"1,084,712","1,035,489",          1.05
4413000000,충청남도 천안시 ,"657,214","301,238",          2.18,"336,296","320,918",          1.05
4413100000,충청남도 천안시 동남구 ,"255,635","118,507",          2.16,"129,670","125,965",          1.03
4413125000,충청남도 천안시 동남구 목천읍,"24,098","11,382",          2.12,"12,347","11,751",          1.05
4413131000,충청남도 천안시 동남구 풍세면,"4,081","2,202",          1.85,"2,240","1,841",          1.22
4413132000,충청남도 천안시 동남구 광덕면,"4,222","2,351",          1.80,"2,148","2,074",          1.04
4413133000,충청남도 천안시 동남구 북면,"4,352","2,499",          1.74,"2,286","2,066",          1.11
4413134000,충청남도 천안시 동남구 성남면,"3,060","1,624",          1.88,"1,593","1,467",          1.09
4413135000,충청남도 천안시 동남구 수신면,"2,291","1,341",          1.71,"1,266","1,025",          1.24
4413136000,충청남도 천안시 동남구 병천면,"6,330","3,626",          1.75,"3,420","2,910",          1.18
4413137000,충청남도 천안시 동남구 동면,"2,041","1,177",          1.73,"1,096",945,          1.16
4413151000,충청남도 천안시 동남구 중앙동,"5,402","3,197",          1.69,"2,820","2,582",          1.09
4413152000,충청남도 천안시 동남구 문성동,"6,193","3,291",          1.88,"3,202","2,991",          1.07
4413153000,충청남도 천안시 동남구 원성1동,"8,528","4,241",          2.01,"4,429","4,099",          1.08
4413154000,충청남도 천안시 동남구 원성2동,"9,130","4,878",          1.87,"4,662","4,468",          1.04
4413155000,충청남도 천안시 동남구 봉명동,"17,911","9,230",          1.94,"9,193","8,718",          1.05
4413156000,충청남도 천안시 동남구 일봉동,"22,799","8,697",          2.62,"11,337","11,462",          0.99
4413157000,충청남도 천안시 동남구 신방동,"44,020","18,637",          2.36,"22,557","21,463",          1.05
4413158000,충청남도 천안시 동남구 청룡동,"54,362","21,416",          2.54,"27,131","27,231",          1.00
4413159000,충청남도 천안시 동남구 신안동,"36,815","18,718",          1.97,"17,943","18,872",          0.95
4413300000,충청남도 천안시 서북구 ,"401,579","182,731",          2.20,"206,626","194,953",          1.06
4413325000,충청남도 천안시 서북구 성환읍,"23,643","11,331",          2.09,"12,391","11,252",          1.10
4413325300,충청남도 천안시 서북구 성거읍,"21,189","9,654",          2.19,"11,143","10,046",          1.11
4413325600,충청남도 천안시 서북구 직산읍,"20,015","9,875",          2.03,"10,943","9,072",          1.21
4413331000,충청남도 천안시 서북구 입장면,"8,395","4,525",          1.86,"4,565","3,830",          1.19
4413351000,충청남도 천안시 서북구 성정1동,"17,821","9,812",          1.82,"9,329","8,492",          1.10
4413352000,충청남도 천안시 서북구 성정2동,"25,904","17,820",          1.45,"14,066","11,838",          1.19
4413353000,충청남도 천안시 서북구 쌍용1동,"13,601","6,330",          2.15,"6,659","6,942",          0.96
4413354000,충청남도 천안시 서북구 쌍용2동,"36,876","14,778",          2.50,"18,156","18,720",          0.97
4413355000,충청남도 천안시 서북구 쌍용3동,"18,411","8,095",          2.27,"8,906","9,505",          0.94
4413356000,충청남도 천안시 서북구 백석동,"40,026","14,617",          2.74,"20,129","19,897",          1.01
4413356600,충청남도 천안시 서북구 불당1동,"32,659","13,041",          2.50,"16,316","16,343",          1.00
4413356700,충청남도 천안시 서북구 불당2동,"36,583","13,432",          2.72,"18,257","18,326",          1.00
4413358000,충청남도 천안시 서북구 부성1동,"48,944","24,348",          2.01,"25,278","23,666",          1.07
4413359000,충청남도 천안시 서북구 부성2동,"57,512","25,073",          2.29,"30,488","27,024",          1.13
4415000000,충청남도 공주시 ,"102,997","52,252",          1.97,"51,451","51,546",          1.00
4415025000,충청남도 공주시 유구읍,"7,159","3,784",          1.89,"3,590","3,569",          1.01
4415031000,충청남도 공주시 이인면,"3,143","1,655",          1.90,"1,614","1,529",          1.06
4415032000,충청남도 공주시 탄천면,"2,896","1,620",          1.79,"1,491","1,405",          1.06
4415033000,충청남도 공주시 계룡면,"5,334","3,032",          1.76,"2,753","2,581",          1.07
4415034000,충청남도 공주시 반포면,"4,233","2,190",          1.93,"2,214","2,019",          1.10
4415036000,충청남도 공주시 의당면,"4,591","2,440",          1.88,"2,402","2,189",          1.10
4415037000,충청남도 공주시 정안면,"4,759","2,623",          1.81,"2,534","2,225",          1.14
4415038000,충청남도 공주시 우성면,"5,147","2,768",          1.86,"2,682","2,465",          1.09
4415039000,충청남도 공주시 사곡면,"2,833","1,515",          1.87,"1,413","1,420",          1.00
4415040000,충청남도 공주시 신풍면,"3,144","1,559",          2.02,"1,394","1,750",          0.80
4415051000,충청남도 공주시 중학동,"4,594","2,582",          1.78,"2,315","2,279",          1.02
4415054000,충청남도 공주시 웅진동,"8,093","4,012",          2.02,"3,963","4,130",          0.96
4415055000,충청남도 공주시 금학동,"5,389","2,627",          2.05,"2,673","2,716",          0.98
4415056000,충청남도 공주시 옥룡동,"7,742","4,168",          1.86,"3,885","3,857",          1.01
4415057000,충청남도 공주시 신관동,"19,718","9,831",          2.01,"9,532","10,186",          0.94
4415059000,충청남도 공주시 월송동,"14,222","5,846",          2.43,"6,996","7,226",          0.97
4418000000,충청남도 보령시 ,"97,779","49,686",          1.97,"49,557","48,222",          1.03
4418025000,충청남도 보령시 웅천읍,"6,050","3,484",          1.74,"3,053","2,997",          1.02
4418031000,충청남도 보령시 주포면,"1,610",937,          1.72,850,760,          1.12
4418032000,충청남도 보령시 오천면,"2,140","1,184",          1.81,"1,140","1,000",          1.14
4418032500,충청남도 보령시 오천면어항출장소,"1,578",852,          1.85,854,724,          1.18
4418032800,충청남도 보령시 원산도출장소,"1,095",590,          1.86,596,499,          1.19
4418033000,충청남도 보령시 천북면,"3,385","1,832",          1.85,"1,754","1,631",          1.08
4418034000,충청남도 보령시 청소면,"2,563","1,462",          1.75,"1,294","1,269",          1.02
4418035000,충청남도 보령시 청라면,"3,782","2,067",          1.83,"1,894","1,888",          1.00
4418036000,충청남도 보령시 남포면,"5,067","2,775",          1.83,"2,546","2,521",          1.01
4418038000,충청남도 보령시 주산면,"2,387","1,445",          1.65,"1,192","1,195",          1.00
4418039000,충청남도 보령시 미산면,"1,709","1,029",          1.66,871,838,          1.04
4418040000,충청남도 보령시 성주면,"2,110","1,201",          1.76,"1,054","1,056",          1.00
4418041000,충청남도 보령시 주교면,"5,126","2,534",          2.02,"2,686","2,440",          1.10
4418051500,충청남도 보령시 대천1동,"13,792","6,629",          2.08,"6,931","6,861",          1.01
4418052500,충청남도 보령시 대천2동,"6,585","3,208",          2.05,"3,334","3,251",          1.03
4418053500,충청남도 보령시 대천3동,"16,026","7,379",          2.17,"8,051","7,975",          1.01
4418054500,충청남도 보령시 대천4동,"16,573","7,609",          2.18,"8,241","8,332",          0.99
4418056500,충청남도 보령시 대천5동,"6,201","3,469",          1.79,"3,216","2,985",          1.08
4420000000,충청남도 아산시 ,"330,516","149,551",          2.21,"172,160","158,356",          1.09
4420025000,충청남도 아산시 염치읍,"6,338","3,187",          1.99,"3,341","2,997",          1.11
4420025300,충청남도 아산시 배방읍,"83,025","36,292",          2.29,"42,692","40,333",          1.06
4420031000,충청남도 아산시 송악면,"4,214","1,971",          2.14,"2,167","2,047",          1.06
4420033000,충청남도 아산시 탕정면,"30,721","12,671",          2.42,"16,467","14,254",          1.16
4420035000,충청남도 아산시 음봉면,"20,302","9,474",          2.14,"11,030","9,272",          1.19
4420036000,충청남도 아산시 둔포면,"22,818","11,880",          1.92,"12,921","9,897",          1.31
4420037000,충청남도 아산시 영인면,"5,451","2,785",          1.96,"2,873","2,578",          1.11
4420038000,충청남도 아산시 인주면,"6,109","3,425",          1.78,"3,409","2,700",          1.26
4420039000,충청남도 아산시 선장면,"3,026","1,645",          1.84,"1,562","1,464",          1.07
4420040000,충청남도 아산시 도고면,"4,428","2,361",          1.88,"2,277","2,151",          1.06
4420041000,충청남도 아산시 신창면,"19,230","9,364",          2.05,"10,097","9,133",          1.11
4420057000,충청남도 아산시 온양1동,"9,243","4,558",          2.03,"4,830","4,413",          1.09
4420058000,충청남도 아산시 온양2동,"10,737","5,959",          1.80,"5,637","5,100",          1.11
4420059000,충청남도 아산시 온양3동,"37,344","15,197",          2.46,"18,722","18,622",          1.01
4420060000,충청남도 아산시 온양4동,"18,229","7,861",          2.32,"9,272","8,957",          1.04
4420061000,충청남도 아산시 온양5동,"21,058","8,765",          2.40,"10,849","10,209",          1.06
4420062000,충청남도 아산시 온양6동,"28,243","12,156",          2.32,"14,014","14,229",          0.98
4421000000,충청남도 서산시 ,"176,416","82,011",          2.15,"92,007","84,409",          1.09
4421025000,충청남도 서산시 대산읍,"13,387","7,166",          1.87,"7,791","5,596",          1.39
4421031000,충청남도 서산시 인지면,"7,254","3,427",          2.12,"3,697","3,557",          1.04
4421032000,충청남도 서산시 부석면,"5,281","2,832",          1.86,"2,696","2,585",          1.04
4421033000,충청남도 서산시 팔봉면,"3,319","1,805",          1.84,"1,698","1,621",          1.05
4421034000,충청남도 서산시 지곡면,"8,230","3,908",          2.11,"4,425","3,805",          1.16
4421036000,충청남도 서산시 성연면,"15,557","6,246",          2.49,"8,145","7,412",          1.10
4421037000,충청남도 서산시 음암면,"9,304","4,483",          2.08,"4,804","4,500",          1.07
